Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.7961130000,mg/m3,2023-01-02 00:00:00 +01:00,2023-01-02 01:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.7725460000,mg/m3,2023-01-02 01:00:00 +01:00,2023-01-02 02:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.7860810000,mg/m3,2023-01-02 02:00:00 +01:00,2023-01-02 03:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.7731760000,mg/m3,2023-01-02 03:00:00 +01:00,2023-01-02 04:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.7525600000,mg/m3,2023-01-02 04:00:00 +01:00,2023-01-02 05:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.7683360000,mg/m3,2023-01-02 05:00:00 +01:00,2023-01-02 06:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8048080000,mg/m3,2023-01-02 06:00:00 +01:00,2023-01-02 07:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8912450000,mg/m3,2023-01-02 07:00:00 +01:00,2023-01-02 08:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.9861020000,mg/m3,2023-01-02 08:00:00 +01:00,2023-01-02 09:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8982480000,mg/m3,2023-01-02 09:00:00 +01:00,2023-01-02 10:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8820780000,mg/m3,2023-01-02 10:00:00 +01:00,2023-01-02 11:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8797570000,mg/m3,2023-01-02 11:00:00 +01:00,2023-01-02 12:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.9578540000,mg/m3,2023-01-02 12:00:00 +01:00,2023-01-02 13:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.9425490000,mg/m3,2023-01-02 13:00:00 +01:00,2023-01-02 14:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8938030000,mg/m3,2023-01-02 14:00:00 +01:00,2023-01-02 15:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8563090000,mg/m3,2023-01-02 15:00:00 +01:00,2023-01-02 16:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.8035490000,mg/m3,2023-01-02 16:00:00 +01:00,2023-01-02 17:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.9378280000,mg/m3,2023-01-02 17:00:00 +01:00,2023-01-02 18:00:00 +01:00,3,3
IT,IT.ISPRA.AQD,NET.IT082A,STA.IT0761A,IT0761A,SPO.IT0761A_10_NDIR_1991-10-01_00:00:00,SPP.IT0761A_10_NDIR_1991-10-01_00:00:00,SAM.IT0761A_10_NDIR_1991-10-01_00:00:00,CO,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10,hour,0.9783130000,mg/m3,2023-01-02 18:00:00 +01:00,2023-01-02 19:00:00 +01:00,3,3
